image_name,size,avg_b,avg_g,avg_r,avg_h,avg_s,avg_v,std_b,std_g,std_r,std_h,std_s,std_v,blob_count,fire
fire.753.png,212006.2494055953,12.762857696912459,58.22714702460249,128.10167276529006,23.4714631212286,90.18327518997476,50.23595010403535,14.344682158372015,32.5515222882293,56.165869498369176,27.39456600111256,73.76689773185129,22.089613848638596,196,1
fire.12.png,89993.72629060125,79.22356729985819,94.0769516990963,120.52014088030953,22.697020084661244,34.08337000472608,47.262800345219404,34.02810422548502,40.21613071325704,47.69693071099158,54.45071914804924,26.780617025721945,18.74786143637573,674,1
fire.747.png,127812.6891174751,11.252799532437166,50.83099357101109,146.71668030391587,17.3583781933199,92.24358750488844,57.535953060359155,16.273683219977105,30.098781433580818,55.65449740491961,22.142658443652323,70.1653800392556,21.828507311574487,112,1
non_fire.134.png,74.03142536475872,79.7401795735129,98.57856341189672,112.22166105499437,33.281163515071256,28.72489751951192,44.008494531370324,35.130677271779625,37.46645445394141,38.21942959574706,98.85897166289169,10.754183834396029,15.15267381842131,109,0
non_fire.120.png,60543.17785491151,30.268922827721852,56.11212541941458,83.65414786532456,29.06244490601891,63.83174871160491,32.8055481824802,20.01166721521422,27.69420674674244,32.65357191792372,42.01171318731971,37.23919453936958,12.812618441724565,231,0
non_fire.108.png,780.0189947890393,66.021768364431,91.68818288788026,105.53235837955955,38.556267922733625,36.540840051159634,41.3852385802194,27.210481343417285,32.040865370588,36.30576301944343,53.04253362465715,22.59274312536646,14.24955338347318,297,0
fire.592.png,215205.2759627717,26.798617922623194,98.6158233213352,163.39244517626588,31.685924559917456,84.10383671585761,64.07546869657487,31.811018671295276,46.15997571571341,46.93715900692714,59.441727625713575,33.93437064210418,18.577617357314903,55,1
fire.586.png,120484.04744755337,25.746171959604105,74.77190419825222,127.24348351676025,28.855150826679324,80.47974618133753,49.899405300690304,28.33149942182673,48.19976080231018,56.18284504883539,43.90349344071211,48.27081711138406,22.064971942758653,101,1
fire.579.png,55470.6423176948,85.26448559242691,107.90957037345261,161.83301778841158,19.546158869880948,47.05373953498189,63.46392854447511,18.81755393504378,34.29638737192546,42.99376518090435,39.87037971462108,53.61314699548152,16.860925566220995,71,1
fire.237.png,38218.2901269534,87.41982384236888,102.13515044483692,132.8250197149934,28.86088445441742,34.598264335033896,52.08824302548761,31.583001908743725,39.989015502433006,50.16914568107997,49.21034248348319,37.94661459276855,19.689207273319713,168,1
fire.551.png,13502.798951507213,54.16123853211011,88.34967234600265,171.09983617300128,28.808445530781047,67.42846744051327,67.09797496980444,11.983176496434806,28.538717675155993,47.43007506825824,31.121487931178898,75.08565963481513,18.626784270460526,125,1
fire.545.png,168763.60350672464,52.61636270357819,68.59000694102144,155.09403072156448,23.945071559608348,66.70291786352794,60.8211885182606,45.05963743408191,47.63410238674198,53.572650664562275,33.06348021917244,18.424815419030708,21.2388354757624,245,1
fire.223.png,32904.311775211325,34.36754375520895,58.381283486129306,112.79738064055245,18.709618442346027,68.51456735643855,44.2342669178637,21.529632559410324,22.741117897274354,41.21547371139691,12.959194365638284,46.93141567047338,16.165068822384466,51,1
fire.380.png,225920.02010077552,21.875487939534388,62.69719366728354,132.58014261053486,22.032575891321187,84.78589807642089,51.99221278844503,32.38814722674918,52.5971081729021,57.0293823347133,59.009419159611035,46.977530221476144,22.9679070829849,279,1
fire.394.png,137444.87709609812,25.748065038062656,93.71834699344845,191.87513328558924,25.584373317924708,86.93726076026526,75.24515030807419,38.73693287232851,56.03267274459287,60.51343741395855,69.12918345962463,44.21126284979039,24.995296907922718,152,1
fire.419.png,192862.3120051593,38.250541862214675,85.22026922939125,163.75879518503928,36.23981350698712,78.03832948106219,64.21913536668207,52.2531937622114,70.59598999819886,65.33673426127739,88.17867960161547,29.697631555036647,27.934384163329423,424,1
fire.343.png,243886.9615157328,10.051371720458837,68.16096364475315,186.70896374189488,20.005826098075502,94.62083480012663,73.21920146740976,20.661252906450887,49.534347446672435,67.29928740932797,37.70412867447015,69.2504750569109,26.397269853296105,75,1
fire.425.png,114699.07861625365,10.346768120489498,31.871375902102294,116.47062284279893,24.87792797233887,91.3308446024536,45.67475405599954,17.888875354258147,38.89975915358421,50.411689099634934,49.03522787190357,63.8793661026769,19.791709694446336,168,1
fire.431.png,103675.2519041393,44.98864374079935,94.81084787915911,167.53796391964673,25.135474343553234,75.80338454619704,65.7011623214301,55.3669612666259,65.15806528016333,58.61590641986958,95.58073856854489,29.21465764069023,27.069381979516507,332,1
fire.357.png,223270.7586539475,40.085909827952925,93.61993387663989,163.19449954724442,26.05757252569425,75.67178769963242,63.997842959703725,24.3760883337681,37.45883540417015,52.6504639415755,28.842842220833823,53.89836919801488,20.689750462801275,164,1
non_fire.242.png,17877.24455933986,43.12531666197541,112.12851661456867,131.5861394646006,46.814106683947784,68.70041849810912,51.60240763317664,41.643386059019946,45.23199132002613,49.06731398743057,78.5129677108194,19.93614719609123,19.473662267915337,651,0
non_fire.47.png,18.720000000000002,55.32,67.49333333333334,77.75333333333332,32.02937862477755,28.657096272959453,30.491503267973854,16.009372264573447,18.366240909507404,18.476751702980117,120.45545797599222,17.000877441862695,7.38645858634278,39,0
non_fire.53.png,7055.111185618046,36.08532107162241,76.99271960915794,90.46208129769772,45.176847615454726,60.43502959242904,35.477617556586125,19.773507294765565,25.896099863716262,27.45875403563585,52.09561223830091,28.404709023780313,10.825103844322584,448,0
fire.182.png,124660.1350266821,43.01853116161124,91.83182622507695,181.36596954201556,21.346079541035355,75.82882407615652,71.12390962431984,42.33006612931173,51.687049396746986,58.13965464940086,38.79105977581486,26.960855186225025,22.821644362496375,50,1
fire.196.png,12538.683222460259,70.19221445484271,100.40537264629606,137.98012741008,27.160734003136625,50.65848056104606,54.109853886305906,45.081154385845444,49.11039572609825,48.296730353135544,81.18442710382942,16.957968358502377,19.913929956891522,88,1
non_fire.84.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fire.169.png,13944.656236845796,38.31413404424491,73.6060053318367,135.1567980917636,21.74663977410337,71.11205359832496,53.0026659183387,40.86323587693211,56.534474396115314,65.07770799976427,45.25209761983422,38.21592036544004,25.623824246559114,110,1
non_fire.90.png,50981.73093627095,152.47132285783516,189.37741616805542,214.5978117019888,35.62225759548152,29.044785105344385,84.15600458901521,33.875967490151645,35.71488395215828,34.8177862562006,92.49605310187438,5.844415478063608,14.066715916841904,60,0
fire.627.png,200018.63042314292,6.827007191044574,54.989645884300764,96.91823378720123,31.879235380068216,93.084385031398,38.00715050478475,12.46680862437379,30.695892821005362,50.4791637968522,30.29610097195557,74.07177369317172,19.822218035050202,571,1
fire.141.png,9504.04049232628,100.70926698506787,109.65023691314443,183.2305702905254,23.324833733665486,47.6049594147133,71.8551256041276,15.17612523271157,19.827782687132668,29.178251565954582,65.19109641252537,45.53488768775831,11.76994584694999,104,1
fire.155.png,152866.97528633763,89.95783337878375,127.32874284155989,159.2464832742478,31.388099244744147,43.259315210711385,62.44960128401872,35.01854468199588,49.5629242212122,57.34276003376329,49.611760471677535,41.05199026869565,22.842769516354693,93,1
fire.633.png,221409.05441849277,86.25738352831769,112.30258558416432,159.76173019919128,21.630828004081046,46.37440817865497,62.65165890164365,26.253626941440054,33.09765066399535,48.45738255649162,28.735172009482138,49.213518393144405,19.447875049640025,58,1
fire.154.png,82243.72111563697,72.8755278287056,96.78017438050126,126.49152570494685,37.96385454038392,42.434382603426954,49.60451988429287,22.259489164622845,33.25371834560293,39.91863355694047,40.39368732217522,43.44955520427563,15.679310078164606,161,1
fire.632.png,193457.98946969846,16.567229845471427,56.34984402892227,130.89602679456888,20.5801231585286,88.47000808887219,51.331775213556455,29.357516564891114,56.379442368651226,67.16740551288275,47.47333357553029,58.64935417298936,26.73326171338612,174,1
fire.626.png,204517.81804754538,23.843398333098882,69.81746729497821,148.01447988465324,22.67345059791258,85.44820108789449,58.04489407241303,41.005707473976955,53.34175928826966,64.23198823172346,39.66124178380626,40.696410542557004,25.813753204711272,112,1
fire.140.png,134606.17111797407,56.73840721342066,82.46804565665403,131.17611942061166,22.428858118083014,55.94568145313429,51.44161545906339,29.316417700703038,30.31203624513833,52.325009191708595,17.401713978829523,42.219027039977554,20.52830744672291,260,1
fire.168.png,12147.858673778643,74.41774760577042,108.5774275669778,159.62943387077223,29.703761711761892,50.997197928146285,62.599777988538136,28.887499418377068,36.57137504649749,43.36922832825816,63.28529704675986,31.29340188459696,17.157336120053014,151,1
non_fire.91.png,54688.65489935429,60.13792252183817,94.15319027725033,113.95468097227497,38.28250457467219,46.21367203300125,44.688110185205886,26.2970753002689,36.724727723125135,45.1763250670706,36.45742541399605,40.549276450039244,17.720976918246244,311,0
non_fire.85.png,39879.81957719101,90.13162157783894,116.8806901020574,143.83792321399648,29.96694738340233,38.18257806153732,56.40702871137114,35.74686830614105,35.838672962665854,36.572526511918575,331.75278936869546,2.7502399759551253,14.362075765004207,78,0
fire.197.png,61927.207282544274,93.85129386975701,130.58950418120764,178.88829920326606,28.636186260113934,47.036809256024654,70.15227419735918,25.496178378860556,34.43292259206414,50.29868816301998,25.98740364185974,48.14982130757542,19.731352562800826,88,1
fire.183.png,125119.10286645098,42.86085063750965,86.97130666051625,154.84548409649486,27.889785286599782,72.67350697305125,60.723719253527406,32.676438692522396,60.10742879487071,60.349888588957015,67.60864383216835,46.788197422103906,23.86299930889094,74,1
non_fire.52.png,1095.7258174666051,88.53817575873462,119.58535252820496,146.3599038435272,31.868656966689407,39.39328039580487,57.39625497534227,37.02490921054624,37.087724543811596,38.841722737375456,180.53382483870476,9.439969880557676,15.489201080864852,465,0
non_fire.46.png,19312.763967454488,60.60883378535453,83.02699212191659,95.5626759653881,38.64980309273017,36.91960564362699,37.47555920211295,26.137954880376146,31.25227413249693,35.240875058831115,36.84382612798214,25.379627105639347,13.825310770227775,365,0
non_fire.243.png,2885.6777841671465,53.665133218324705,72.30477285796434,80.05175388154113,41.89574586410697,32.796382627674845,31.392844659427883,15.90373580130878,14.22893307559082,14.110737541852522,197.1933579712937,13.291351887558024,6.308942750223743,36,0
fire.430.png,220268.70592761075,7.591094105480866,34.231387797311264,128.4914953464322,23.47725554497931,94.81298367656868,50.38882170448323,21.623079555255515,43.28678757308427,55.1332807615153,49.37867293489659,63.167406346902,21.975710402657253,489,1
fire.356.png,158896.4424891194,13.22374923313995,76.7821827614692,139.32540468472996,27.812909588604523,90.34173261731578,54.63741360185486,16.914540166154445,59.99324305246732,64.76633677055898,61.34169229263408,74.76403750227165,26.032278898309304,235,1
fire.342.png,145991.98097477146,40.06108295545479,94.31342931758547,209.58341139032422,19.72330497304649,79.95571644461378,82.18957309424478,32.63717992082031,52.352960107136234,55.752517811337654,57.125153743399075,41.66021909890951,21.93367652053018,171,1
fire.424.png,229850.18574699006,44.37705613023571,91.08877819230116,168.0431702560624,22.725642555070696,73.84928745212162,65.89928245335781,39.396856495999195,57.13645494137779,60.81769315834876,50.51013923804919,35.83969904139931,23.89998361091681,28,1
fire.418.png,256485.24595124216,7.247625554662922,61.26499936180916,125.1172281494718,27.443724158319537,94.42448028379954,49.06557966645952,16.2882454252059,39.14272724536844,58.74720557580456,32.79005131018747,72.58071402050338,23.075095034972716,18,1
fire.395.png,202419.5562784723,25.10795850711153,65.24908993690512,122.1408020532564,24.83563149068288,80.47705284380217,47.89835374637505,29.159741766366846,48.185339398151996,53.73259320970749,49.88914613941864,46.22579709967581,21.173086426283596,276,1
fire.381.png,12830.930689608005,104.20440485780728,126.77045492544573,168.18461491693395,25.915492430717595,38.07796403904497,65.95475094781722,17.530089780369877,21.536679430338502,26.06328640369276,112.52766334824608,34.231007608965555,10.232650030774078,228,1
fire.544.png,39708.924255343576,18.093804190578364,67.24048401467755,123.6635561474271,26.68935422330711,87.74849158096725,48.4955122146773,23.615354605027072,50.01280440794344,52.866777006367236,68.59210214212476,65.16813418084999,22.206803712805648,219,1
fire.222.png,235386.66996109014,14.15684981631898,75.36121033830642,153.72425748672205,25.279410084474236,90.56359416495273,60.2840225438126,18.974464385295196,51.43790899704765,67.03676173729222,47.04753615638798,71.12821676221157,26.528196453004615,76,1
fire.236.png,15818.585760327294,81.05440685199628,113.77672146105282,161.1802475313093,24.083524352702476,50.275135724180316,63.2079402083566,27.874410585290136,34.377592913310124,44.80891869410411,100.36212577247653,36.788233987227024,17.584829830914437,20,1
fire.550.png,240562.4216892306,70.2774686937343,120.80986115151087,172.71134905059458,29.603342040668142,59.88172845428857,67.72994080415472,45.493946597328595,53.76806308810978,64.02920161097643,33.82090092521163,33.47181006103133,25.634353754612896,328,1
fire.578.png,59505.10263217879,48.079823538088164,95.77404561728143,145.31600895718515,29.533719894589574,68.5792768017335,56.986670179288296,47.66424016957687,62.045289496017965,65.5611357722934,53.724907149711875,32.340354065533404,26.279456292993693,167,1
fire.587.png,58798.87336231147,98.49204806954745,141.50979289184338,189.54754282792106,35.96355930842571,48.27673346963003,74.3323697364397,36.388689302011464,51.49640682583653,49.668432720452124,75.279749712735,34.06886818957969,20.8165459078451,205,1
fire.593.png,211206.54307050063,29.426230664450795,75.49617587029257,141.41919514743282,24.893680931107316,80.34831086703866,55.45850790095407,32.860444260828686,49.35459193592917,61.125285846344106,42.48196213597095,51.140907062347424,24.82255507399486,74,1
non_fire.109.png,3676.653806809879,57.62604120999559,71.90230892883237,81.4311705392372,35.60264529839789,29.392734867611438,31.95559796328293,14.85081455154584,17.575713988550188,17.29388592252506,76.67354480872471,16.254417346669165,6.954942407058899,66,0
